Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Perimeter µm
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10082.8	956.43	58.97	28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10284.5	1093.9	87.41	33.82
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10018.5	1319.7	55.33	26.8
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9545.8	2517.3	60.83	28.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9364	756.13	37.03	22.44
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10451.2	2456.7	29.29	19.71
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8979.5	1333.7	70.57	30.21
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9959	2228.6	29.12	24.33
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9902.9	1786.2	50.03	25.75
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9240.1	1421.3	49.15	37.44
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10026.9	542.34	27.96	19.71
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10169	1499.7	37.04	22.38
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9469.8	1305.4	141.87	42.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10270.2	2433.2	27.12	19.45
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9335.2	2452.4	33.54	26.17
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9262.3	1968.7	33.28	22.37
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9203.7	1293.4	26.92	18.72
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9542.2	908.89	55.42	27.18
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9203.9	2458.7	31.22	20.44
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9978.5	1477	61.04	28.78
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9461.9	1278.4	136.75	42.71
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9446.4	590.54	57.55	27.58
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9232.5	2261.2	91.85	34.63
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9603.3	2407	36.21	28.89
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10101.4	2073.7	30.34	21
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10435.3	1290.6	25.78	19.65
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9705.1	713.68	80.11	32.66
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8805.6	2029.2	58.64	27.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9603.5	2388.5	96.8	35.27
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9758.8	863.26	70	30.09
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10397	777.81	63.34	31.69
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8729.9	748.64	31.38	20.97
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10120.7	1908.9	55.74	27.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10439.4	2485.2	20.92	17.27
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9779.8	711.18	89.43	33.87
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10085	985.03	88.38	33.93
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10117	1020.4	89.79	34.2
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10487	1615.1	15.55	15.32
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10128.4	1229.6	86.61	33.43
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8885.5	1695.2	44.6	24.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9183	2353.1	43.05	23.87
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9933	650.29	85.15	33.24
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9321.2	1929.8	66.08	30.07
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9572.5	2238.2	84.7	33.06
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9405	639.25	43.74	23.86
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8890.7	2191.8	44.3	24.11
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9132.4	2541.6	33.49	26.5
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9355.4	861.17	77.12	31.8
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9635.7	1454.2	30.15	20.51
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9752.7	1606	44.9	24.24
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9715.4	1093.6	36.97	22.1
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9592.3	1436.3	23.57	18.98
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9748.9	646.29	19.72	18.23
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9040.4	1049	97.76	35.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9329.9	1250.9	66.19	29.36
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10364.8	2187.4	36.11	23.21
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8757.9	1670.9	38.51	22.77
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8710.9	1083.7	49.79	26.12
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9590.8	1064.6	19.7	16.4
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9421.8	2603	80.16	32.37
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8943.5	797.44	39.34	29.14
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8712.4	1285.8	155.83	44.94
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9088.7	2002.5	67.39	29.89
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9772.9	1736.7	114.84	38.61
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10362.9	828.58	79.38	32.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9731.5	1215.9	40.11	23.45
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10040	747.52	34.55	21.8
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10250.4	950.69	28.72	20.17
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9900.5	1710.7	73.45	30.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9130.2	2516.8	50.59	25.73
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9327.6	847.79	113.98	38.53
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9242.3	2434.7	42.44	23.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9124.8	1255.4	160.84	45.65
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9390	1793.8	82.88	32.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9655	749.92	16.08	17.84
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10363.9	1402.1	90.72	34.33
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10040.1	1014.3	29.09	19.66
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9075.1	911.96	17.47	18.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9148	2191.1	32.27	24.1
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9717.3	2419.1	58.85	28.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9170.2	865.92	85.89	33.47
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9395.8	1497	31.15	25.8
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9603.8	2070.9	48.04	25.72
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9557.8	711.31	46.91	25.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9953.6	2160.3	24.72	18.54
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10502.1	686.73	33.92	21.11
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8821.7	1448.6	82.42	32.55
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9349.2	2051.2	48.74	25.32
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9507.1	1263	29.61	23.31
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10426.5	1083.4	67.56	30.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9606	2636.3	35.78	22.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9880.2	1668.6	42.05	29.45
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9194	2555.8	56.47	27.24
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10296.2	1518.8	29.91	20.7
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9578.2	2433	111.92	38.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9029.7	1132.6	17.13	20.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9789.6	1429.8	36.22	21.82
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10083.2	595.34	21.84	17.43
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9015.5	2153.6	25.18	18.59
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9337.1	1628.8	17.95	16.72
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9739.1	1223.6	142.44	42.85
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9544.2	1249.7	64.42	29.11
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9168.1	1997.2	74.94	31.31
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9066.7	1729.6	46.17	24.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8891.9	1230.6	27.5	20.01
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10063.8	1005.1	80.07	32.51
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9439.3	2319.5	22.7	17.39
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8656.4	1409.5	30.47	25.4
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9610.8	1679.7	65.85	29.16
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9836.1	2647.5	32.13	21.16
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8828.6	666.27	28.99	19.94
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8958.9	1979	44.79	24.09
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9035.3	1232	65.83	29.34
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9660.5	2451.8	123.44	39.96
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9429.5	2519	26.5	20.96
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9717.1	1761.5	98.44	35.79
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10114.1	2409.8	27.8	19.47
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8602.6	1095.9	23.57	18.37
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9654.5	2041.3	21.07	17.04
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10438.8	737.96	30.48	20.13
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9217.8	2400.4	33.03	22.11
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9617.2	2143.2	76.5	33.95
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10253.9	1659.7	33.03	22.38
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8653.3	912.42	29.74	23.99
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9715	921.39	27.17	19.2
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8757.2	1162.2	77.62	34.52
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9217.5	1835.6	51.64	26.48
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10457.3	626.98	10.27	11.84
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9164.1	1240.4	39.74	28.63
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9891.9	1170.2	105.98	36.9
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10237.4	2348.7	24.31	18.69
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9538.1	2706.8	25.43	18.62
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10456.3	916	19.02	16.42
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8985.5	2659.4	21.18	17.38
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9692.3	850.03	76.37	31.81
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10258.4	1436.8	85.74	33.35
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9707	1538	27.2	19.43
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9848.8	1528.9	80.53	32.19
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9552.6	644.75	64.45	28.8
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9512.3	1086	44.05	27.7
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10304.1	1721	53.66	26.42
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8824.9	699.23	26.47	19.91
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9832	551.17	31.22	20.93
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9210.8	1909.6	43.08	23.73
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9170.1	1650.8	34.17	21.26
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8867.7	1955.1	70.16	30.09
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8723.6	1232.6	125.16	40.21
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9836.6	1491.3	37.06	22.17
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10485.8	1186	28.84	19.93
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9870.5	1611.3	72.9	30.65
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8613.3	992.01	51.17	26.32
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10474.4	2342.5	26.43	20.42
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9011.6	1725.6	38.05	30.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9119.7	2490.1	41.5	23.34
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8607.9	1101.9	53.41	26.37
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9631.7	2535.7	39.32	22.67
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8976.6	2081.3	109.64	37.78
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9546.2	1529.6	34.3	21.84
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9604.2	670.21	73.36	30.84
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9116.4	2193.8	24.18	18.42
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10497.4	1300.3	73.55	30.91
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9247.8	2070.4	39.55	26.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10057.1	2264	22.46	17.75
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8905.3	2547.1	29.85	21.34
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9227.8	702.14	22.86	18.07
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9262.8	1974.6	19.51	19.3
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10285	1299.8	89.57	34.14
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9606.3	2242	64.73	29.51
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8995.3	1565.7	45.85	24.79
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9648.5	2344.7	35.72	22.8
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9156.4	1773	23.5	18.23
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8820.6	1432.5	17.71	18.99
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10342.8	2533.4	42.04	24.27
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9466.5	2030.4	30.18	22.39
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9691.1	2650.5	24.52	18.61
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8715.6	1387.3	86.8	33.47
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10021.8	1168.8	61.99	28.45
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9691.5	1708.9	41.74	24.02
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9248.3	1297.2	55.13	28.4
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9498.4	2199.8	71.86	30.65
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10395.6	1270.5	63.77	29.22
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10380.1	1364.5	27.89	19.77
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10158.5	1608	86.01	33.24
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9853.1	1042	22.62	17.94
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10044	1021.4	18.58	16.13
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9066.4	1571.3	73.35	31.07
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8786	2117.1	79.26	32.22
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9418.7	2687.5	34.2	21.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9150.9	2019.7	38.42	22.79
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9252	2426.7	89.69	34.92
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10246.1	1953.6	60.04	31.43
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9960.8	1064.8	41.46	23.78
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10258.4	1887.6	23.5	20.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10168.1	2479.1	33.27	21.36
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9427.2	1103.6	28.14	19.61
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10231.9	1104.4	80.96	32.28
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9666	778.89	60.61	28.11
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10121.9	1190.7	104.58	36.78
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9794.2	2539.6	55.14	27.05
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8976.3	2611.5	48.61	25.69
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9721.7	659.1	30.1	20.65
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10435.4	1148.2	26.87	18.87
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10322.8	1776.1	27.76	19.73
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10101.9	2172.4	35.81	21.91
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8708.6	594.31	34.52	22.63
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10091.2	1172.1	35.19	21.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10384.2	2324.6	25.57	19.1
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10335.3	510.83	41.58	23.49
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10219.3	2286.8	22.84	18.24
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10064.9	937.13	67.5	30.04
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10415.8	1109.1	36.28	25.35
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9137	2665.6	35.91	22.11
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9583.1	772.37	18.38	16.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9336	2655.4	25	18.98
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10382.3	845.28	52.66	26.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9417.1	2735.2	17.39	18.17
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8807.2	1114.1	114.18	38.37
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10357.8	845.29	42.15	23.58
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9382	2155.5	98.75	35.73
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9743.4	2455.3	54.77	27.05
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9993.9	907.19	48.6	25.83
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9757	2092.5	32.52	22.58
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10045.3	2027.6	55.98	26.93
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9617.4	1966.2	67.15	29.49
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8767.8	1287.3	32.79	29.09
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9622.4	1040.2	78.53	31.89
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8831.5	893.05	43.48	25.05
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9978.9	471.37	36.86	21.92
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9868.7	1963.9	63.11	28.47
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10324.8	732.29	32.91	21.03
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8923.8	1058.4	32.16	21.24
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9883.4	2335.5	86.08	33.63
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9095.6	966.25	37.35	22.35
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8825.2	1723.1	86.72	33.43
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8977.4	2134.8	114.43	38.5
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8916.3	838.68	51.9	25.96
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10247.9	1944.7	121.25	39.49
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8842.7	1770	18.41	20.9
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9628.9	1496.8	140.9	43.22
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9308.4	2592.6	99.86	35.79
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9608.2	1769	27.99	20.49
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10342.7	1808.2	78.52	32.29
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9466.9	1596.3	25.79	19.2
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9648.2	1359.8	27.65	19.47
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9250	2570.1	31.28	20.35
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10509.3	1211.2	44.36	27.05
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8763.7	1291.5	72.52	30.68
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9488.8	948.36	60.22	28.01
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10363.3	1351.7	65.05	28.91
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9851.6	835.21	57.11	27.25
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10406.2	969.22	18.71	16.96
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9337.9	1359.6	27.48	20.39
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9398	1268.7	95.49	35.27
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8967.2	1965.9	33.62	22.84
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8445.5	821.95	22.01	18.08
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9540.4	2076.7	38.35	22.53
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	8730	1107.1	70.78	30.26
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9219.5	2502.9	30.02	20.76
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10094.8	629.67	26.76	18.96
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	10459.7	639.7	55.17	27
SLD_0000404.vsi - 20x_02	PathAnnotationObject		Image	Polygon	9389.7	1750.8	28.59	19.9
