Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Detection probability	Area µm^2	Length µm	Circularity	Solidity	Max diameter µm	Min diameter µm	Hematoxylin: Mean	Hematoxylin: Median	Hematoxylin: Min	Hematoxylin: Max	Hematoxylin: Std.Dev.	DAB: Mean	DAB: Median	DAB: Min	DAB: Max	DAB: Std.Dev.
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7269.3	1303.3	0.6901	54.0404	29.2986	0.7911	0.9035	10.0329	8.0549	0.5966	0.5899	0.4023	0.8516	0.105	-0.0888	-0.0881	-0.1331	-0.0319	0.0184
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7215	2538.2	0.6901	24.8463	18.5508	0.9073	0.9884	6.9411	4.9048	0.3752	0.3752	0.2203	0.5088	0.0615	-0.0373	-0.0423	-0.0616	0.0049	0.018
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6986.2	747.46	0.69	46.696	26.1261	0.8597	0.992	10.1382	5.6163	0.4885	0.4766	0.3156	0.751	0.1334	-0.0513	-0.0498	-0.0876	-0.0038	0.0172
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7860.1	2438	0.6899	30.3503	20.5494	0.9032	0.9807	7.1444	5.7399	0.678	0.7074	0.1644	1.5025	0.292	-0.0888	-0.1016	-0.1775	0.0198	0.0473
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7746.5	1783.4	0.6899	33.1737	21.3105	0.9179	0.991	7.7959	5.4418	0.4067	0.4271	0.2087	0.5234	0.0703	-0.0465	-0.0519	-0.0814	-0.005	0.0193
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7043.8	2354.7	0.6899	44.2215	24.7125	0.9099	0.9854	8.8115	6.6256	0.4069	0.4036	0.228	0.5825	0.0877	-0.0334	-0.0344	-0.0826	0.0207	0.0239
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8004.3	652.69	0.6898	87.3206	33.8682	0.9566	0.9919	11.4486	9.6555	0.4718	0.4677	0.264	0.7131	0.071	-0.0611	-0.0635	-0.0938	-0.0252	0.0146
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6877.5	671.93	0.6898	32.7368	21.5351	0.8871	0.9788	7.3868	6.0635	0.3582	0.356	0.133	0.5898	0.1218	-0.0267	-0.0268	-0.0829	0.0261	0.0332
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7001.8	862.99	0.6897	38.0932	32.2977	0.4589	0.6557	10.2145	7.7208	0.5036	0.5006	0.3264	0.7504	0.0782	-0.0611	-0.0627	-0.095	-0.0269	0.0139
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7836	1368.1	0.6897	46.7289	26.5805	0.8311	0.987	10.5153	5.6672	0.4979	0.4779	0.3405	0.8055	0.0963	-0.0682	-0.0674	-0.1181	-0.0068	0.0209
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7132.8	750.53	0.6896	33.529	21.5887	0.904	0.9809	7.7271	5.5815	0.5677	0.5343	0.3635	0.7999	0.1174	-0.0761	-0.0789	-0.1095	-0.0397	0.0227
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7965.7	511.88	0.6896	44.4482	24.4421	0.9349	0.9966	8.6739	6.6669	0.514	0.5131	0.3249	0.7136	0.0878	-0.0518	-0.0555	-0.0911	0.0069	0.0187
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7823.8	1260.2	0.6895	68.5682	30.0188	0.9562	1	10.6285	8.2944	0.4203	0.4095	0.1903	0.6211	0.1103	-0.0508	-0.0558	-0.0985	0.0051	0.0253
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6752.4	1207.8	0.6895	64.7772	32.6464	0.7638	0.9113	11.7245	7.7517	0.5053	0.5108	0.3164	0.7232	0.0901	-0.0659	-0.0704	-0.097	-0.0173	0.0178
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7556.2	2502.4	0.6894	38.209	22.8274	0.9214	0.985	7.9825	6.1637	0.4611	0.4676	0.2156	0.61	0.0708	-0.0585	-0.0601	-0.097	-0.0019	0.0191
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7868.4	800.69	0.6893	39.1816	26.2694	0.7135	0.8504	9.0654	6.7835	0.6832	0.6882	0.458	0.8739	0.0829	-0.0882	-0.0896	-0.1184	-0.0342	0.0157
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8048.5	1516.4	0.6892	93.586	48.266	0.5048	0.6837	15.5964	11.5536	0.4151	0.4038	0.3025	0.734	0.0733	-0.0552	-0.055	-0.095	-0.0177	0.0118
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7850.4	1130.7	0.6892	41.8822	23.3446	0.9658	1	8.0549	6.7611	0.4196	0.4122	0.2919	0.7758	0.0906	-0.056	-0.053	-0.101	-0.028	0.0157
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7910.5	1236.8	0.6892	50.9577	26.1256	0.9382	1	9.522	6.9084	0.4531	0.44	0.2393	0.7402	0.1093	-0.0653	-0.0665	-0.1164	-0.0182	0.0197
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7585.5	2519.2	0.6892	21.7683	17.2739	0.9168	0.9807	5.9873	4.931	0.454	0.5199	0.1373	0.6569	0.1518	-0.0484	-0.0457	-0.1171	0.0199	0.0392
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7328.6	1269.4	0.6892	24.5642	19.1632	0.8406	0.9779	7.2693	4.0719	0.5919	0.5835	0.3487	0.8436	0.1185	-0.0903	-0.0941	-0.1326	-0.0412	0.0254
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7491.5	2538	0.6891	25.3874	18.9499	0.8884	0.9613	6.4413	5.5824	0.4103	0.396	0.1127	0.7754	0.1726	-0.0428	-0.0372	-0.1506	0.0606	0.0462
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7578.7	1760.9	0.689	21.8535	18.0416	0.8437	0.9414	6.1947	4.9732	0.5004	0.4917	0.2831	0.7132	0.0978	-0.0617	-0.0616	-0.1008	-0.0098	0.0204
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7162.2	840.21	0.689	57.9663	28.0275	0.9273	1	10.3396	7.0057	0.5279	0.4938	0.3285	0.9634	0.1336	-0.0744	-0.0721	-0.1465	-0.0166	0.0244
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6995	1133.6	0.689	91.0888	34.335	0.971	1	11.9118	10.0143	0.352	0.3387	0.2139	0.5825	0.0608	-0.0369	-0.0383	-0.0806	0.0373	0.0183
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7721.4	1802.5	0.689	20.2738	17.0123	0.8803	0.9758	5.9717	4.5445	0.6219	0.6317	0.3175	1.124	0.1861	-0.0862	-0.0878	-0.1333	-0.0343	0.0252
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7179.2	696.52	0.689	25.981	19.6244	0.8478	0.951	6.7639	5.1675	0.4637	0.4764	0.2616	0.6918	0.0834	-0.0527	-0.0575	-0.0947	0.0004	0.023
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8060.2	1425.3	0.6889	40.6338	23.2401	0.9454	1	8.1338	6.2083	0.3457	0.3306	0.2512	0.4953	0.0586	-0.0406	-0.0443	-0.0718	0.0234	0.0183
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7411.6	2096.9	0.6889	49.202	26.3187	0.8926	0.9811	9.6799	6.4059	0.4221	0.4392	0.1338	0.692	0.1219	-0.051	-0.0544	-0.0991	0.0154	0.0299
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7218.2	532	0.6889	29.1894	20.5422	0.8692	0.9613	6.8973	5.7035	0.3983	0.3885	0.1611	0.7851	0.1685	-0.0271	-0.0246	-0.1152	0.028	0.0338
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7184.3	2235.2	0.6889	34.8804	21.6671	0.9337	0.995	7.8293	6.091	0.4494	0.4478	0.2681	0.6668	0.1072	-0.0654	-0.0633	-0.1232	-0.0098	0.0282
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6858.8	1317.3	0.6888	81.1102	32.3049	0.9767	1	10.6807	9.7034	0.4101	0.401	0.2496	0.7553	0.0928	-0.0508	-0.0478	-0.1107	-0.0024	0.022
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6852.3	1528.7	0.6888	31.8842	21.9696	0.8301	0.9612	7.9207	5.1594	0.3244	0.3336	0.1412	0.4156	0.053	-0.0348	-0.0434	-0.078	0.0607	0.0328
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6954.7	695.82	0.6887	59.5655	28.0314	0.9526	0.9983	9.8688	7.8039	0.4434	0.3875	0.234	0.8768	0.1452	-0.05	-0.0467	-0.1187	0.0151	0.0252
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7081.7	957.65	0.6886	25.6255	19.6995	0.8298	0.9434	6.955	5.0155	0.3724	0.3802	0.1114	0.6024	0.1294	-0.0347	-0.0444	-0.0945	0.0449	0.034
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7313.5	1294.8	0.6886	43.154	25.4767	0.8355	0.9705	9.2947	5.7972	0.4973	0.4984	0.3569	0.6334	0.0621	-0.0718	-0.0713	-0.1062	-0.0439	0.0159
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7804.7	1098	0.6886	40.9556	24.9314	0.828	0.9355	8.5057	6.8036	0.5399	0.5255	0.3648	0.7445	0.0867	-0.0777	-0.0749	-0.1291	-0.0323	0.0228
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6860.9	887.37	0.6886	48.0289	25.0793	0.9596	1	8.6316	7.0612	0.3497	0.3398	0.2599	0.4964	0.0499	-0.0328	-0.0339	-0.0632	0.013	0.0128
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7235.2	764.08	0.6886	41.4473	23.3815	0.9527	1	8.4073	6.5045	0.4669	0.462	0.3442	0.6442	0.0611	-0.0631	-0.0628	-0.0966	-0.0136	0.0182
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7299	2631.5	0.6885	34.7659	22.1587	0.8898	0.9829	7.8546	6.1471	0.4101	0.3753	0.0871	0.8869	0.2349	-0.0423	-0.0431	-0.1771	0.0777	0.0592
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7316.3	903.58	0.6885	47.8066	29.9364	0.6703	0.8267	10.6604	7.4987	0.3763	0.3624	0.2599	0.5404	0.0661	-0.0496	-0.0485	-0.0827	-0.0156	0.0139
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8084.4	1383.1	0.6885	35.4994	31.9239	0.4377	0.6421	10.0619	8.0118	0.5202	0.4989	0.3174	0.6915	0.085	-0.0535	-0.054	-0.1009	-0.0004	0.0227
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7049.1	2627.2	0.6885	27.4548	20.1519	0.8496	0.9786	7.4993	4.5668	0.5302	0.5219	0.2765	0.7649	0.1147	-0.0686	-0.0694	-0.1165	-0.017	0.0255
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7605.2	1031.9	0.6885	44.8275	24.3386	0.951	1	8.36	6.6219	0.3735	0.3636	0.2855	0.517	0.0505	-0.0416	-0.0397	-0.0702	-0.0179	0.0124
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6716.1	737.91	0.6885	30.2213	20.9644	0.8641	0.9446	6.931	6.1552	0.4593	0.4099	0.1096	0.9315	0.2512	-0.0425	-0.0336	-0.1617	0.0479	0.0546
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7883.4	2426.8	0.6885	32.4712	21.9036	0.8505	0.9531	7.9808	6.1374	0.372	0.4081	0.0847	0.5649	0.1295	-0.0275	-0.0397	-0.0907	0.061	0.0376
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8093.6	1601.9	0.6884	56.6638	34.7747	0.5888	0.7611	12.1258	7.3787	0.4195	0.3511	0.2291	0.831	0.1537	-0.0514	-0.0504	-0.1071	0.0057	0.0278
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7453	687.19	0.6884	30.6325	21.6686	0.8198	0.9559	7.8035	5.3577	0.3942	0.4221	0.1108	0.6857	0.1625	-0.0279	-0.0227	-0.104	0.0479	0.0409
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7245.3	2165.3	0.6884	21.366	17.8451	0.8431	0.936	5.9394	4.9892	0.5275	0.5248	0.1442	0.9786	0.2516	-0.0692	-0.0677	-0.1487	0.0244	0.0425
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6972.2	2239.6	0.6884	42.0449	23.6227	0.9468	1	8.4237	6.4001	0.4747	0.4683	0.3894	0.5902	0.0462	-0.0717	-0.0731	-0.0976	-0.0403	0.0116
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7458.6	2673.2	0.6884	33.0314	22.1643	0.8449	0.9482	7.5887	6.3693	0.3763	0.3664	0.081	0.7987	0.213	-0.0198	-0.0065	-0.1347	0.0676	0.0527
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7186.1	803.73	0.6884	18.5519	22.4251	0.4636	0.6568	7.1598	5.3685	0.6013	0.6178	0.391	0.781	0.1059	-0.084	-0.0862	-0.1171	-0.0481	0.0204
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7591.3	1828.3	0.6883	26.7169	18.8755	0.9423	0.9892	6.3977	5.4697	0.4234	0.4317	0.1984	0.5755	0.0988	-0.0455	-0.0453	-0.0887	0.0042	0.0239
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7299.8	1712.2	0.6883	51.8892	27.1558	0.8842	0.9849	10.0698	6.4514	0.4965	0.496	0.3088	0.7012	0.0748	-0.0568	-0.0583	-0.0872	-0.0182	0.0144
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7144.9	1839.3	0.6883	111.415	38.2842	0.9552	0.9993	13.6345	10.4242	0.6052	0.5871	0.4196	0.8561	0.1269	-0.0975	-0.1001	-0.145	-0.0303	0.0236
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7761.6	1663.6	0.6883	40.8295	23.0594	0.9649	1	7.9314	6.7328	0.3822	0.3912	0.2483	0.4612	0.0477	-0.0443	-0.0465	-0.0731	-0.0075	0.0144
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7590.9	1417.1	0.6883	32.7089	20.9363	0.9377	1	7.707	5.8635	0.3361	0.3617	0.1243	0.5274	0.1002	-0.03	-0.0379	-0.0891	0.0546	0.0374
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7921.1	945.41	0.6883	54.0308	26.8311	0.9431	1	9.5014	6.9268	0.3731	0.3652	0.2808	0.4901	0.05	-0.0431	-0.0445	-0.0806	-0.0036	0.0153
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7288.9	2286.5	0.6882	23.5661	18.2139	0.8927	0.9764	6.3527	4.8822	0.5417	0.5701	0.177	0.7329	0.134	-0.0668	-0.0747	-0.1069	0.0026	0.0273
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8130.1	1888.8	0.6882	70.6094	30.1787	0.9743	1	10.3003	9.0749	0.3158	0.3168	0.2101	0.3971	0.0426	-0.0304	-0.0319	-0.0702	0.0217	0.0156
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7337.2	1265.5	0.6881	49.0091	25.7272	0.9305	1	9.36	6.4592	0.482	0.4609	0.2818	0.7845	0.1228	-0.0733	-0.0721	-0.1085	-0.0354	0.018
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6725.5	980.92	0.688	22.5126	17.5832	0.915	0.9822	6.1802	4.8464	0.4971	0.4972	0.2167	0.7404	0.1178	-0.0644	-0.0657	-0.1121	-0.0285	0.0229
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7090.5	2348.7	0.688	32.4377	20.9573	0.9281	0.9941	7.4461	5.6018	0.5638	0.5533	0.2913	0.8838	0.18	-0.0872	-0.0856	-0.1527	-0.0214	0.0261
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7701.3	2388.6	0.688	60.4458	28.0515	0.9653	1	9.7604	7.7993	0.3669	0.3646	0.2778	0.4689	0.0419	-0.0403	-0.0409	-0.0767	0.0316	0.0149
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6811.6	1172.9	0.688	47.3691	25.0695	0.9471	0.9997	9.0829	6.7452	0.4489	0.4581	0.2735	0.6319	0.0628	-0.059	-0.0615	-0.084	-0.0278	0.0126
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7298.2	1977.3	0.688	96.739	35.3546	0.9726	1	11.9199	10.0554	0.3726	0.3701	0.264	0.529	0.0446	-0.045	-0.045	-0.0774	-0.0094	0.0128
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7252.1	1718	0.6879	20.4144	17.9481	0.7964	0.9085	6.0968	4.9241	0.5107	0.5463	0.2088	0.7317	0.1385	-0.0732	-0.0709	-0.1208	0.0094	0.0308
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8010.4	2508.8	0.6877	24.1129	18.1924	0.9155	0.9799	6.2364	5.187	0.5204	0.5943	0.0998	0.8515	0.2242	-0.0485	-0.0532	-0.1154	0.0309	0.0418
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6905.2	771.13	0.6877	29.1145	19.6998	0.9427	1	6.9954	5.7054	0.5369	0.5691	0.234	0.7055	0.1267	-0.0564	-0.0621	-0.093	0.0151	0.0279
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6970.1	2085.4	0.6877	54.6476	34.1168	0.59	0.7643	11.7498	8.695	0.3926	0.3851	0.1561	0.7127	0.1162	-0.0436	-0.0458	-0.1015	0.0199	0.0288
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7437.7	950.87	0.6877	45.9043	25.2937	0.9016	0.9853	9.405	6.374	0.4289	0.4506	0.1474	0.6137	0.0923	-0.0482	-0.0544	-0.0911	0.0188	0.0257
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7065.1	2775.2	0.6876	23.5525	18.9729	0.8222	0.9171	6.2772	5.4521	0.4255	0.4506	0.1105	0.7621	0.1654	-0.0523	-0.0501	-0.1128	0.0589	0.0358
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7872.4	789.18	0.6876	29.4049	20.2413	0.9019	0.9848	7.335	5.363	0.5332	0.5465	0.3163	0.7618	0.1175	-0.0675	-0.0661	-0.1119	-0.0374	0.0184
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7556.7	581.01	0.6876	26.9755	19.7813	0.8663	0.9719	7.2075	4.8976	0.4113	0.4635	0.1418	0.6751	0.1603	-0.0325	-0.0239	-0.1097	0.0215	0.0359
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7020.3	1786.7	0.6875	58.1573	27.7057	0.9521	1	9.9237	7.5761	0.358	0.3528	0.2584	0.592	0.0511	-0.035	-0.0345	-0.0786	-0.0002	0.0154
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7919.5	513.29	0.6875	39.0776	23.2852	0.9057	0.9812	8.4302	5.8805	0.409	0.4255	0.1816	0.5722	0.0784	-0.0491	-0.0516	-0.0977	0.0171	0.0227
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7587.6	1371.5	0.6875	26.256	19.2432	0.891	0.9633	6.4912	5.533	0.4092	0.4251	0.112	0.7372	0.167	-0.0421	-0.0362	-0.1153	0.0211	0.0362
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7382.6	857.16	0.6875	21.3757	17.8114	0.8467	0.9807	6.7161	3.957	0.6979	0.7434	0.3981	0.8735	0.1177	-0.1005	-0.1085	-0.1357	-0.0538	0.0271
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7725.5	1200.7	0.6874	37.2346	22.2652	0.9439	1	7.7404	5.8442	0.41	0.408	0.2747	0.5636	0.0736	-0.0473	-0.0477	-0.0752	0.0001	0.0128
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7917.5	2160.2	0.6874	18.6972	16.2752	0.887	0.9675	5.5521	4.7714	0.5435	0.578	0.2461	0.7276	0.1301	-0.0779	-0.0903	-0.1186	-0.0141	0.0296
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7294.9	1556.3	0.6874	128.6705	40.6243	0.9798	1	13.5898	12.5677	0.4352	0.4399	0.2747	0.5697	0.0644	-0.0497	-0.0491	-0.0775	-0.0243	0.0104
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6929.4	1715.5	0.6874	23.7206	18.6402	0.8579	0.961	6.6694	5.1546	0.451	0.4679	0.131	0.7213	0.1702	-0.0477	-0.0521	-0.114	0.0227	0.0383
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7411.4	2005.5	0.6873	30.6583	19.945	0.9685	1	6.7232	5.9051	0.5824	0.5869	0.3306	0.8393	0.1094	-0.0915	-0.0899	-0.1451	-0.0321	0.0262
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7721.1	1772	0.6873	34.2605	21.4472	0.936	0.9962	7.7972	5.7948	0.4489	0.4501	0.2055	0.6242	0.0819	-0.0548	-0.0575	-0.0918	0.0035	0.0202
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7113.5	526.04	0.6873	28.8848	20.2244	0.8874	0.9902	7.4149	5.0156	0.5285	0.5116	0.1264	0.979	0.2436	-0.0478	-0.0457	-0.1477	0.0367	0.0487
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7948.9	974.35	0.6873	31.1077	20.2293	0.9553	1	6.9002	5.946	0.486	0.4664	0.2706	0.7161	0.1228	-0.0534	-0.06	-0.0907	0.0076	0.023
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6902.4	1442.9	0.6872	45.1525	25.6562	0.862	0.9849	9.7073	5.7719	0.3644	0.3611	0.2285	0.4772	0.0529	-0.045	-0.042	-0.083	-0.0179	0.0138
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7608.4	1406	0.6872	36.8915	21.9721	0.9603	1	7.5343	6.36	0.441	0.4403	0.2581	0.5952	0.0581	-0.0428	-0.048	-0.0755	0.0081	0.022
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7131.8	1719.4	0.6871	63.1652	28.7072	0.9632	1	10.0153	7.9996	0.3536	0.3572	0.2121	0.4848	0.0525	-0.0308	-0.0337	-0.0705	0.0375	0.0204
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	6759.6	1065.2	0.6871	49.5682	26.334	0.8982	0.9928	9.7096	6.3249	0.4299	0.4395	0.2061	0.5169	0.0618	-0.045	-0.0528	-0.0698	0.0198	0.02
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	8000	1380.9	0.6871	28.1964	19.841	0.9001	0.9769	6.8509	5.7638	0.3313	0.3542	0.134	0.5239	0.0953	-0.0242	-0.023	-0.0793	0.0326	0.0298
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7741.6	2151.9	0.687	25.8956	18.8586	0.915	0.9772	6.4646	5.2354	0.3985	0.4051	0.1093	0.8184	0.1938	-0.0391	-0.0458	-0.1122	0.0514	0.0417
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7949.5	908.99	0.687	35.6277	26.4646	0.6392	0.8052	9.3192	6.6078	0.6211	0.6297	0.2675	0.9321	0.1667	-0.0857	-0.0959	-0.157	-0.0055	0.0333
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7715.5	865.9	0.687	61.9309	28.5949	0.9518	0.9976	9.9029	7.8586	0.3666	0.3643	0.2546	0.5024	0.0494	-0.047	-0.0457	-0.0969	-0.0073	0.0152
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7952.5	764.58	0.687	85.4204	33.2196	0.9727	1	11.1795	9.5962	0.4593	0.4354	0.2718	0.7024	0.0972	-0.0599	-0.0623	-0.1002	0.0103	0.02
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7929	1568	0.687	21.8191	17.39	0.9067	0.9789	5.9218	4.8601	0.569	0.6023	0.3368	0.7641	0.1214	-0.0779	-0.0714	-0.1238	-0.0354	0.0241
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7814.1	2410.7	0.6869	50.458	25.7721	0.9546	1	9.1418	7.3771	0.5084	0.5225	0.3043	0.7311	0.1042	-0.0744	-0.0724	-0.1188	-0.0194	0.0217
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7148.2	826.4	0.6869	21.752	17.7657	0.8661	0.9643	6.4824	4.5138	0.6183	0.6072	0.3459	0.9671	0.1438	-0.0819	-0.0784	-0.1495	-0.0372	0.0244
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7172	629.5	0.6869	36.3556	21.9152	0.9512	0.9999	7.8056	6.0933	0.5755	0.5638	0.4663	0.7498	0.0675	-0.0805	-0.0802	-0.1097	-0.047	0.0128
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7481.4	1201.1	0.6867	25.4715	19.1196	0.8756	0.9667	6.7724	5.1938	0.3182	0.3132	0.2092	0.4633	0.0497	-0.0363	-0.0392	-0.0716	0.0064	0.0201
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7589.5	829.12	0.6867	39.3122	22.8039	0.95	1	7.8269	6.8506	0.341	0.3448	0.135	0.4657	0.0774	-0.0274	-0.0288	-0.0616	0.0246	0.0194
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7798.5	1077	0.6865	53.6675	27.1877	0.9124	0.9913	9.6747	6.6367	0.4247	0.4122	0.2173	0.6169	0.0884	-0.0567	-0.0579	-0.0922	-0.0043	0.0179
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7225.9	926.9	0.6865	56.1332	28.8577	0.847	0.9858	11.1558	6.4185	0.465	0.4759	0.261	0.69	0.0882	-0.0577	-0.0593	-0.0975	0.0027	0.021
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7074	1021	0.6864	51.0763	25.9356	0.9542	1	9.1248	6.9865	0.458	0.4359	0.2781	0.7262	0.0894	-0.0585	-0.0588	-0.0998	-0.0135	0.0176
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7497.5	2515.5	0.6864	28.3063	20.0219	0.8873	0.9744	6.9725	5.4344	0.3958	0.4159	0.1136	0.5666	0.1038	-0.0375	-0.0431	-0.092	0.0287	0.0329
SLD_0000404.vsi - 20x_03	PathDetectionObject		S1	Polygon	7105.9	2143.6	0.6864	30.1252	19.9879	0.9476	1	7.0314	5.5695	0.4276	0.4341	0.2373	0.5761	0.086	-0.0589	-0.0618	-0.1029	-0.0062	0.0227
